GSA SFP Name,GSA SFP Key,NIST Name,NIST Category,Treasury Bureau Name,Treasury Agency Short Name,OMB Name,OMB Category,OMB Sub-Category,Parent,GSA SFP Entity Type,OMB Agency Code,OMB Bureau Code,Treasury Agency Code,Treasury Bureau Code,CGAC Agency Code,NIST Agency Code,NIST Bureau Code,OMB Agency Code Owner,OMB Bureau Code Owner,Treasury Agency Code Owner,Treasury Bureau Code Owner,CGAC Agency Code Owner,NIST Agency Code Owner,NIST Bureau Code Owner
DOD Deputy Under Secretary for Installations and Environment (DUSD(I&E)),1429,,,,,,,,DOD Prin Dep Under Secy for Acquisition Technology & Logistics (PDUSD(AT&L)),Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Deputy Under Secretary for Acquisition & Technology (DUSD(A&T)),1430,,,,,,,,DOD Prin Dep Under Secy for Acquisition Technology & Logistics (PDUSD(AT&L)),Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Deputy Under Secretary for Logistics & Materiel Readiness (DUSD(L&MR)),1431,Materiel Readiness Activities,Office of the Chief of Staff of the Army,,,,,,DOD Prin Dep Under Secy for Acquisition Technology & Logistics (PDUSD(AT&L)),Bureau,,,97,,097,21,XX,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DOD Assistant Secretary for Research & Engineering (ASD(R&E)),1432,,,,,,,,DOD Prin Dep Under Secy for Acquisition Technology & Logistics (PDUSD(AT&L)),Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"DOD Asst Secy for Nuclear, Chemical, and Biological Defense Programs (ATSD(NCB))",1433,,,,,,,,DOD Prin Dep Under Secy for Acquisition Technology & Logistics (PDUSD(AT&L)),Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Office of General Counsel (DOD GC),1434,,,,,,,,DOD Deputy Secretary,Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Assistant Secretary for Legislative Affairs (ASD(LA)),1435,,,,,,,,DOD Deputy Secretary,Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Assistant Secretary for Public Affairs (ASD(PA)),1436,,,,,,,,DOD Deputy Secretary,Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Chief Information Officer (DOD CIO),1437,,,,,,,,DOD Deputy Secretary,Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Director of Administration and Management (DA&M),1438,,,,,,,,DOD Deputy Secretary,Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Director of Net Assessment (DNA),1439,,,,,,,,DOD Deputy Secretary,Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Director of Program Analysis and Evaluation (DPAE),1440,,,,,,,,DOD Deputy Secretary,Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
National Reconnaissance Office (NRO),1441,,,,,,,,DOD Under Secretary for Intellignece (USD(I)),Bureau,,,00,,571,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Test Resource Management Center (TRMC),1442,,,,,,,,DOD Under Secretary for Acquisition Technology & Logistics (USD(AT&L)),Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Uniformed Services University of the Health Sciences (USU),1443,,,,,,,,DOD Assistant Secretary for Health Affairs (ASD(HA)),Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US Transportation Command (USTRANSCOM),1444,,,,,,,,Unified Combatant Commands (UCC) ,Bureau,,,97,53,,97,67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Air Force Auditor General,1445,,,,,,,,Under Secretary of the Air Force (USECAF),Bureau,,,57,,057,57,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Air Force Legislative Liaison,1446,,,,,,,,Under Secretary of the Air Force (USECAF),Bureau,,,57,,057,57,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Air Force Communications/Public Affairs,1447,,,,,,,,Under Secretary of the Air Force (USECAF),Bureau,,,57,,057,57,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Air Force Judge Advocate General,1448,,,,,,,,Assistant Vice Chief of Staff of the Air Force (AVCSAF),Bureau,,,57,,057,57,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Air Force Chief of Safety,1449,,,,,,,,Assistant Vice Chief of Staff of the Air Force (AVCSAF),Bureau,,,57,,057,57,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Air Force Inspection Agency (AFIA),1450,,,,,,,,Air Force Inspector General (IG),Bureau,,,57,,057,57,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Air Force Petroleum Agency (AFPA),1451,,,,,,,,"Air Force Deputy Chief of Staff for Logistics, Installations & Mission Support",Bureau,,,57,,057,57,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Air Force Deputy Chief of Staff for Manpower & Personnel,1452,,,,,,,,Assistant Vice Chief of Staff of the Air Force (AVCSAF),Bureau,,,57,,057,57,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"USAF Deputy Chief of Staff for Intelligence, Surveillance and Reconnaissance",1453,,,,,,,,Assistant Vice Chief of Staff of the Air Force (AVCSAF),Bureau,,,57,,057,57,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Air Force Deputy Chief of Staff for Logistics, Installations & Mission Support",1454,,,,,,,,Assistant Vice Chief of Staff of the Air Force (AVCSAF),Bureau,,,57,,057,57,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Air Force Assistant Secy for Installation, Environment & Logistics (ASAF/IE)",1455,,,,,,,,Under Secretary of the Air Force (USECAF),Bureau,,,57,,057,57,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Air Force Deputy Chief of Staff for Operations, Plans and Requirements",1456,,,,,,,,Assistant Vice Chief of Staff of the Air Force (AVCSAF),Bureau,,,57,,057,57,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Air Force Operations Group (AFOG),1457,,,,,,,,"Air Force Deputy Chief of Staff for Operations, Plans and Requirements",Bureau,,,57,,057,57,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
USAF First Air Force (1AF) (AFNORTH),1458,,,,,,,,Air Combat Command (ACC),Bureau,,,57,,057,57,1C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Air Force Assistant Secretary for Financial Management & Comptroller (ASAF/FM),1459,,,,,,,,Under Secretary of the Air Force (USECAF),Bureau,,,57,,057,57,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Air Force Financial Services Center (AFFSC),1460,,,,,,,,Air Force Assistant Secretary for Financial Management & Comptroller (ASAF/FM),Bureau,,,57,08,057,57,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Air Force Assistant Secretary for Manpower & Reserve Affairs (ASAF/MR),1461,,,,,,,,Under Secretary of the Air Force (USECAF),Bureau,,,57,,057,57,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Air Force Services Agency (AFSVA),1462,,,,,,,,Air Force Deputy Chief of Staff for Manpower & Personnel,Bureau,,,57,,057,57,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Air Force Historian,1463,,,,,,,,Assistant Vice Chief of Staff of the Air Force (AVCSAF),Bureau,,,57,,057,57,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Air Force Surgeon General,1464,,,,,,,,Vice Chief of Staff of the Air Force (VCSAF),Bureau,,,57,,057,57,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Under Secretary of the Army (USA),1465,,,,,,,,Secretary of the Army (SECARMY),Bureau,,,21,,021,21,SA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Administrative Assistant to the Secretary of the Army,1466,,,,,,,,Secretary of the Army (SECARMY),Bureau,,,21,03,021,21,SA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Deputy Under Secretary of the Army (DUSA),1467,,,,,,,,Under Secretary of the Army (USA),Bureau,,,21,,021,21,SA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US Army Inspector General,1468,,,,,,,,Under Secretary of the Army (USA),Bureau,,,21,,021,21,SA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US Army Chief Legislative Liaison,1469,,,,,,,,Under Secretary of the Army (USA),Bureau,,,21,,021,21,SA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US Army Office of Small Business Programs,1470,,,,,,,,Under Secretary of the Army (USA),Bureau,,,21,,021,21,SA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US Army Chief of Public Affairs,1471,,,,,,,,Under Secretary of the Army (USA),Bureau,,,21,,021,21,SA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Director of Army Staff,1472,,,,,,,,Under Secretary of the Army (USA),Bureau,,,21,,021,21,SA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Assistant Secretary of the Army for Manpower & Reserve Affairs (ASA(M&RA)),1473,,,,,,,,Under Secretary of the Army (USA),Bureau,,,21,,021,21,SA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Assistant Secy of the Army for Installations, Energy and Environment (ASA(IE&E))",1474,,,,,,,,Under Secretary of the Army (USA),Bureau,,,21,,021,21,SA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Assistant Secretary of the Army for Civil Works (ASA(CW)),1475,,,,,,,,Under Secretary of the Army (USA),Bureau,,,21,,021,21,SA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Assistant Secy of the Army for Acquisition, Logistics and Technology (ASA(ALT))",1476,,,,,,,,Under Secretary of the Army (USA),Bureau,,,21,,021,21,SA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Assistant Secretary of the Army for Financial Management & Comptroller (ASA(FM&C)),1477,,,,,,,,Under Secretary of the Army (USA),Bureau,,,21,,021,21,SA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US Army General Counsel,1478,,,,,,,,Under Secretary of the Army (USA),Bureau,,,21,,021,21,SA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US Army Judge Advocate General (JAG),1479,,,,,,,,Vice Chief of Staff of the Army,Bureau,,,21,20,021,21,CS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sergeant Major of the Army (SMA),1480,,,,,,,,Vice Chief of Staff of the Army,Bureau,,,21,,021,21,CS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US Army Chief Information Officer (G-6),1481,,,,,,,,Under Secretary of the Army (USA),Bureau,,,21,,021,21,SA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vice Chief of Staff of the Army,1482,,,,,,,,Chief of Staff of the Army,Bureau,,,21,,021,21,CS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US Army Chief of Chaplains,1483,,,,,,,,Vice Chief of Staff of the Army,Bureau,,,21,,021,21,CS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US Army Assistant Chief of Staff for Installation Management (OACSIM),1484,,,,,,,,Vice Chief of Staff of the Army,Bureau,,,21,,021,21,CS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US Army Auditor General,1485,,,,,,,,Under Secretary of the Army (USA),Bureau,,,21,,021,21,SA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US Army Chief of Engineers,1486,,,,,,,,Vice Chief of Staff of the Army,Bureau,,,21,,021,21,CS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US Army Provost Marshal General,1487,,,,,,,,Vice Chief of Staff of the Army,Bureau,,,21,,021,21,CS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US Army Deputy Chief of Staff for Intelligence (G-2),1488,,,,,,,,Vice Chief of Staff of the Army,Bureau,,,21,,021,21,CS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US Army Deputy Chief of Staff for Logistics (G-4),1489,,,,,,,,Vice Chief of Staff of the Army,Bureau,,,21,,021,21,CS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US Army Deputy Chief of Staff for Financial Management (G-8),1490,,,,,,,,Vice Chief of Staff of the Army,Bureau,,,21,,021,21,CS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US Army Deputy Chief of Staff for Personnel (G-1),1491,,,,,,,,Vice Chief of Staff of the Army,Bureau,,,21,,021,21,CS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Under Secretary of the Navy,1492,,,,,,,,Office of the Secretary of the Navy (SECNAV),Bureau,,,17,01,017,17,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Department of the Navy Assistant for Administration (DON/AA),1493,,,,,,,,Under Secretary of the Navy,Bureau,,,17,01,017,17,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Naval Criminal Investigative Service (NCIS),1494,,,,,,,,Under Secretary of the Navy,Bureau,,,17,01,017,17,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Asst Secretary of the Navy for Research, Development and Acquisition (ASN(RD&A))",1495,,,,,,,,Under Secretary of the Navy,Bureau,,,17,01,017,17,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Assistant Secretary of the Navy for Manpower and Reserve Affairs (ASN(M&RA)),1496,,,,,,,,Under Secretary of the Navy,Bureau,,,17,01,017,17,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Navy General Counsel (GC),1497,,,,,,,,Under Secretary of the Navy,Bureau,,,17,01,017,17,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Asst Secretary of the Navy for Financial Management & Comptroller (ASN(FM&C)),1498,,,COMPTROLLER OF THE NAVY,NAVY,,,,Under Secretary of the Navy,Bureau,,,17,04,017,17,08,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Asst Secretary of the Navy for Energy, Installations and Environment (ASN(EI&E))",1499,,,,,,,,Under Secretary of the Navy,Bureau,,,17,01,017,17,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dep Und Secy of the Navy for Plans, Policy, Oversight and Int (DUSN(PPOI))",1500,,,,,,,,Under Secretary of the Navy,Bureau,,,17,01,017,17,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Deputy Under Secretary of the Navy & Deputy Chief Management Officer (DUSN/DCMO),1501,,,,,,,,Under Secretary of the Navy,Bureau,,,17,01,017,17,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Navy Chief of Information (CHINFO),1502,,,,,,,,Under Secretary of the Navy,Bureau,,,17,48,017,17,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Navy Office of Legislative Affairs (OLA),1503,,,,,,,,Under Secretary of the Navy,Bureau,,,17,01,017,17,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chief of Naval Research (CNR),1504,,,CHIEF OF NAVAL RESEARCH,NAVY,,,,Under Secretary of the Navy,Bureau,,,17,02,017,17,08,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Navy Chief Information Officer (CIO),1505,,,,,,,,Under Secretary of the Navy,Bureau,,,17,01,017,17,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Navy Judge Advocate General (JAG),1506,,,,,,,,Under Secretary of the Navy,Bureau,,,17,01,017,17,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Navy Inspector General (IG),1507,,,,,,,,Under Secretary of the Navy,Bureau,,,17,01,017,17,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Navy Auditor General (AUDGEN),1508,,,,,,,,Under Secretary of the Navy,Bureau,,,17,01,017,17,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Navy Sexual Assault Prevention and Response Office (SAPRO),1509,,,,,,,,Under Secretary of the Navy,Bureau,,,17,01,017,17,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Navy Office of Small Business Programs (OSBP),1510,,,,,,,,Under Secretary of the Navy,Bureau,,,17,01,017,17,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vice Chief of Naval Operations (VCNO),1511,,,,,,,,Chief of Naval Operations (CNO),Bureau,,,17,06,017,17,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Director of Navy Staff (DNS),1512,,,,,,,,Vice Chief of Naval Operations (VCNO),Bureau,,,17,06,017,17,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"USN DCNO for Manpower, Personnel, Training and Education (N1/NT) (CNP)",1513,,,,,,,,Director of Navy Staff (DNS),Bureau,,,17,06,017,17,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
USN DCNO for Information Dominance (N2/N6) (DNI) ,1514,,,,,,,,Director of Navy Staff (DNS),Bureau,,,17,06,017,17,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"USN DCNO for Plans, Policy, and Operations (N3/N5)",1515,,,,,,,,Director of Navy Staff (DNS),Bureau,,,17,06,017,17,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
USN DCNO for Fleet Readiness and Logistics (N4),1516,,,,,,,,Director of Navy Staff (DNS),Bureau,,,17,06,017,17,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
USN DCNO for Warfare Requirements and Programs (N6/N7),1517,,,,,,,,Director of Navy Staff (DNS),Bureau,,,17,06,017,17,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"USN DCNO for Resources, Requirements and Assessments (N8)",1518,,,,,,,,Director of Navy Staff (DNS),Bureau,,,17,06,017,17,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
USN Director of Test and Evaluation and Technology Requirements,1519,,,,,,,,Director of Navy Staff (DNS),Bureau,,,17,62,017,17,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Surgeon General of the Navy,1520,,,,,,,,Director of Navy Staff (DNS),Bureau,,,17,06,017,17,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chief of Navy Reserve,1521,,,,,,,,Director of Navy Staff (DNS),Bureau,,,17,06,017,17,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Oceanographer of the Navy,1522,,,OCEANOGRAPHER OF THE NAVY,NAVY,,,,Director of Navy Staff (DNS),Bureau,,,17,16,017,17,11,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Chief of Chaplains of the Navy,1523,,,,,,,,Director of Navy Staff (DNS),Bureau,,,17,06,017,17,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Director of Naval Nuclear Propulsion Program,1524,,,,,,,,Chief of Naval Operations (CNO),Bureau,,,17,06,017,17,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ED Office of Career, Technical, and Adult Education (OCTAE)",1525,,,,,,,,ED Office of the Under Secretary,Bureau,018,80,91,00,091,91,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WH Initiative on Historically Black Colleges & Universities,1526,,,,,,,,ED Office of the Under Secretary,Bureau,018,80,91,00,091,91,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WH Initiative on American Indian and Alaskan Native Education,1527,,,,,,,,ED Office of the Under Secretary,Bureau,018,80,91,00,091,91,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WH Initiative on Asian Americans and Pacific Islanders,1528,,,,,,,,ED Office of the Under Secretary,Bureau,018,80,91,00,091,91,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WH Initiative on Educational Excellence for Hispanics,1529,,,,,,,,ED Office of the Under Secretary,Bureau,018,80,91,00,091,91,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bankruptcy Judge Courtrooms,1530,,,,,,,,US Bankruptcy Courts,Bureau,002,,10,07,010,10,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ED International Affairs Office,1531,,,,,,,,ED Office of the Secretary,Bureau,018,80,91,00,091,91,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ED Center for Faith-Based and Community Initiatives,1532,,,,,,,,ED Office of the Secretary,Bureau,018,80,91,00,091,91,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ED Risk Management Service (RMS),1533,,,,,,,,ED Office of the Deputy Secretary,Bureau,018,80,91,00,091,91,02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOE Deputy Secretary,1534,,,,,,,,DOE Office of the Secretary,Bureau,019,60,89,00,089,89,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOE Departmental Administration,1535,,,,,,,,DOE Deputy Secretary,Bureau,019,60,89,00,089,89,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOE Chief of Staff,1536,,,,,,,,DOE Deputy Secretary,Bureau,019,60,89,00,089,89,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOE Enterprise Assessments,1537,,,,,,,,DOE Deputy Secretary,Bureau,019,60,89,00,089,89,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOE Energy Policy and Systems Analysis,1538,,,,,,,,DOE Deputy Secretary,Bureau,019,60,89,00,089,89,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOE Office of Small and Disadvantaged Business Utilization (OSDBU),1539,,,,,,,,DOE Deputy Secretary,Bureau,019,60,89,00,089,89,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOE Indian Energy Policy and Programs,1540,,,,,,,,DOE Under Secretary for Science and Energy,Bureau,019,60,89,00,089,89,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOE Loan Programs Office,1541,,,,,,,,DOE Deputy Secretary,Bureau,019,60,89,00,089,89,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Advanced Research Projects Agency - Energy (ARPA-e),1542,,,,,,,,DOE Deputy Secretary,Bureau,019,60,89,00,089,89,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOE NNSA Principal Deputy Administrator,1543,,,,,,,,DOE National Nuclear Security Administration (NNSA),Bureau,019,05,89,40,089,89,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOE NNSA Associate Administrator for External Affairs,1544,,,,,,,,DOE National Nuclear Security Administration (NNSA),Bureau,019,05,89,40,089,89,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOE NNSA Associate Administrator for Safety and Health,1545,,,,,,,,DOE National Nuclear Security Administration (NNSA),Bureau,019,05,89,40,089,89,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOE NNSA Associate Administrator for Infrastructure and Operations,1546,,,,,,,,DOE National Nuclear Security Administration (NNSA),Bureau,019,05,89,40,089,89,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOE NNSA Associate Administrator for Information Management,1547,,,,,,,,DOE National Nuclear Security Administration (NNSA),Bureau,019,05,89,40,089,89,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOE NNSA Office of General Counsel (OGC),1548,,,,,,,,DOE National Nuclear Security Administration (NNSA),Bureau,019,05,89,40,089,89,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOE Under Secretary for Science and Energy,1549,,,,,,,,DOE Deputy Secretary,Bureau,019,60,89,00,089,89,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOE Under Secretary for Management and Performance,1550,,,,,,,,DOE Deputy Secretary,Bureau,019,60,89,00,089,89,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOE National Laboratory Operations Board,1551,,,,,,,,DOE Under Secretary for Management and Performance,Bureau,019,60,89,00,089,89,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HHS Chief of Staff,1552,,,,,,,,HHS Office of the Secretary,Bureau,009,90,75,01,075,75,0S,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HHS Executive Secretariat,1553,,,,,,,,HHS Office of the Secretary,Bureau,009,90,75,01,075,75,0S,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HHS Office of Health Reform (OHR),1554,,,,,,,,HHS Office of the Secretary,Bureau,009,90,75,01,075,75,0S,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HHS Office of Global Affairs (OGA),1555,,,,,,,,HHS Office of the Secretary,Bureau,009,90,75,01,075,75,0S,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HHS Office of the Assistant Secretary for Financial Resources (ASFR),1556,,,,,,,,HHS Office of the Secretary,Bureau,009,90,75,01,075,75,0S,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
